sell_id,price
1099427284,557975.4
1096405886,2205173.5
1100195294,581088.7
1099827282,464547.03
1100076198,2659482.0
1090159352,2569952.0
1098987386,1680086.5
1098639040,1530719.5
1099933039,1066561.2
1099565572,484262.97
1099886384,542963.6
1099368814,387432.6
1100258220,594226.4
1100031980,1026235.9
1096128862,1094794.0
1099201856,427688.1
1100069204,783929.06
1100166212,2291790.0
1099422504,766143.06
1094044520,3102577.2
1097839332,391882.53
1098849394,4143919.5
1100089736,1468155.5
1100012500,6072729.0
1100128318,2646933.5
1099842916,4323474.0
1092119682,351384.28
1100214098,550456.4
1098605890,969162.8
1100150544,1585495.2
1100019116,6278845.0
1099721446,1047986.4
1100130492,411077.03
1083039490,1681428.2
1100177694,796700.8
1100062552,3080407.0
1096561646,768766.2
1099890274,1163094.8
1099057118,1338462.8
1093583786,1312711.8
1100140056,1644928.5
1099685496,1366243.6
1099042586,2393127.5
1098618840,1273192.6
1100095520,3889457.0
1100112830,1483447.0
1077604267,1566923.2
1097414603,703094.1
1100173040,1312538.6
1098466772,665589.5
1099881458,661902.8
1099856322,1338887.9
1083580587,631718.75
1099751676,780332.2
1094394870,717577.5
1093144596,2757387.5
1100099276,935834.75
1099408382,755876.56
1100088104,2171781.8
1047185026,1465997.4
1099870252,1020532.0
1098567252,971870.1
1085436332,394193.28
1100136230,1407059.8
1097862496,1303006.8
1099969146,8196531.5
1099976830,1398593.0
1099930109,4223130.5
1098612188,1347378.5
1095091964,6202910.0
1099783808,9948350.0
1100050570,1065435.8
1100051590,4362268.0
1099626654,4457092.0
1093763508,6620248.0
1087388048,1277167.2
1100182624,442700.75
1099345640,482433.88
1095736482,739118.0
1100156962,3263276.5
1001403361,899750.1
1100254912,2143482.5
1088721444,680105.8
1098423266,939639.6
1099361748,5785647.0
1097911468,899007.9
1095355398,665372.0
1092508710,2056688.0
1098618784,2669435.8
1100141098,1033731.9
1083735735,2486100.8
1100129226,1467572.6
1099874414,609206.56
1095459600,3391320.0
1098977612,469842.25
1100263286,1970349.0
1099359460,1465346.5
1099849396,2109675.2
1099741426,2629999.0
1099881014,1616342.5
1099661628,6256827.0
1098205732,463747.1
1096030170,718546.0
1097895200,3115417.2
1099036546,2815890.0
1100263746,1442274.5
1097562206,1113386.2
1099996760,1936230.8
1096606948,728050.94
1097338988,3574507.8
1090272306,2470123.8
1096396090,1255332.1
1100068146,1611654.2
1034145469,818156.75
1100118814,515039.9
1098511932,3715787.0
1098854776,5206911.5
1100044358,2785766.5
1098998202,604409.56
1099650844,1450476.1
1100119218,746577.6
1099949056,5366440.0
1100236724,3905319.2
1098391704,1025905.9
1094637690,326867.03
1093539954,1462469.6
1098017782,312760.6
1100140582,901353.7
1098776926,696825.0
1093050534,307883.12
1100193314,2006709.0
1100015404,3074287.5
1098163872,2966940.5
1099325458,866150.8
1091433330,1264189.4
1100214542,928710.1
1096720474,739768.2
1091800948,654234.0
1100140994,1199072.4
1097450658,864575.9
1100023524,3095902.2
1096392102,870760.5
1097681922,1071376.2
1098793174,425244.7
1089318628,1506597.0
1091196932,749561.25
1100006942,971762.25
1100171464,1319191.5
1099438018,6931272.5
1091998274,3251046.8
1088751788,1368086.2
1098823408,528442.5
1099955174,2838118.0
1099996934,1415110.8
1099067938,1477934.1
1100110756,1288484.8
1073075616,1401625.8
1099777954,3663299.0
1099024044,907011.25
1033486211,731896.5
1099604288,381144.56
1099514392,2273174.0
1096551360,568786.25
1099947966,1052561.8
1099742748,2308406.0
1099716406,3782070.0
1099530956,521828.16
1095291456,811638.4
1099219040,664390.4
1099894684,488804.53
1098792998,1145256.5
1099709106,1140094.2
1096325396,818493.06
1098575602,628771.1
1099217802,489621.34
1100147766,2279970.5
1099526918,3986909.0
1100107714,2577650.8
1100016506,482523.2
1100207154,961891.25
1100190494,3082460.0
1100115178,2054984.4
1099201830,795927.1
1100019112,3795079.0
1100178434,735340.4
1099096722,1098650.5
1099213222,550395.4
1100181462,2065749.9
1098878776,1075850.8
1100126074,724380.6
1099996800,1065242.2
1099795512,664949.6
1099718646,2304761.0
1099616302,732248.0
1099983558,829653.3
1100219086,2564513.0
1100039702,570712.4
1096739576,943809.6
1098765988,1573306.8
1099608946,3619655.0
1099256536,472284.9
1094503952,1634858.2
1099589714,1310716.5
1099741186,1024714.44
1100168572,9814498.0
1095766038,1284110.5
1095814296,875686.6
1097275066,865764.56
1099850398,9571189.0
1100036468,1274574.8
1090326530,1681811.1
1098729528,837841.75
1099731574,763681.0
1098636496,864852.9
1100083460,422320.1
1099931425,1269135.9
1099591816,947054.3
1095144452,1607323.0
1100052004,3609644.0
1099976446,966819.25
1099358486,1875349.6
1100035476,2489680.0
1100026588,559944.9
1097112168,1452269.0
1091119226,502616.44
1100011288,2217989.5
1087406218,1098173.0
1095666484,414307.6
1093389008,1259961.4
1100175770,1387216.2
1096315314,1676278.5
1097428934,2182794.0
1099679102,1024440.1
1099955040,9098112.0
1099624874,754834.5
1090410984,464597.28
1100082380,460043.34
1099659692,561018.4
1099828238,1452608.2
1095278718,402646.72
1091995140,1948168.1
1092432196,6606160.0
1099153198,1370886.0
1099427346,1601935.6
1094979108,1092366.5
1098515080,1273571.8
1098797728,442587.4
1095517382,1257225.8
1099913770,932669.9
1098668786,1456989.0
1084060647,606874.7
1099054900,834270.06
1099228048,1097439.5
1098857316,968834.6
1099540482,6359083.0
1095807324,649629.3
1099523644,809179.9
1099617766,1535951.5
1099790664,6046169.5
1100076402,3015195.0
1098497606,3214641.0
1099852714,2916466.8
1100011490,2248462.5
1100130494,2907762.8
1099461150,4707816.0
1099719376,334332.16
1099939636,857553.2
1099867658,1159577.2
1098489086,3142928.0
1099121741,3547305.0
1098869652,2312485.0
1100179462,1689874.8
1100163538,1153915.5
1099936831,1095037.5
1100163090,1947949.6
1099802870,583716.7
1092530058,509581.97
1099635774,1028527.5
1100087722,3898066.2
1099720124,2756254.0
1099868280,2457437.5
1100177760,730978.7
1096955344,457617.9
1100170308,4038009.5
1094940966,976018.9
1100217490,993488.4
1099605866,1278463.0
1100036102,1232620.4
1086522998,4510203.0
1100203314,1878623.5
1100179484,3334667.0
1098386662,1665754.8
1099668762,3341139.0
1098337796,478105.1
1100000208,679138.1
1098704214,2881208.0
1100107176,1100668.2
1100051726,1113621.6
1099902866,874168.0
1099685882,1615203.9
1089675903,1597881.2
1094124060,2265797.8
1099810908,1945081.8
1095366634,1199953.6
1097026930,909838.4
1098168148,1650009.9
1100010786,747979.7
1097587290,368716.97
1100270492,4942336.0
1097114166,2392003.2
1099946618,1619955.8
1100150116,855024.25
1099511080,2388043.5
1098515156,2964251.5
1095531026,1565766.8
1098765740,627624.94
1073210886,576809.44
1099107393,2306199.5
1099309688,731373.5
